local_rrt_cost,local_rrt_star_cost,local_astar_cost,local_rrt_time,local_rrt_star_time,local_astar_time,global_rrt_cost,global_rrt_star_cost,global_astar_cost,global_rrt_time,global_rrt_star_time,global_astar_time
710.8094297340568,386.8095313824566,298.2842712474619,0.5445051193237305,8.186902284622192,1.5440115928649902,94.08322974298048,94.08322974298049,78.2842712474619,0.2760276794433594,0.537031888961792,21.394814014434814
1249.549083054977,588.9975705491333,466.48232278140836,0.692014217376709,35.04341912269592,2.46964955329895,80.62260270762779,80.62260270762779,79.14213562373095,0.5085031986236572,1.3676517009735107,18.48270583152771
0.0,0.0,0.0,0.0,0.0,0.0,75.55480853170123,75.55480853170123,75.71067811865477,0.18918418884277344,0.3193185329437256,21.24306893348694
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,211.17229972683668,79.39747892438756,75.0,0.26759886741638184,0.1771836280822754,20.2894766330719
0.0,0.0,0.0,0.0,0.0,0.0,460.1272722488391,75.61278665714404,78.6396103067893,0.16910529136657715,1.1077628135681152,21.852949619293213
1144.036567330393,521.18102272475,563.9087296526012,0.7198371887207031,7.417701721191406,2.5150809288024902,88.72719524958221,88.72719524958222,80.71067811865477,0.44574689865112305,0.14847397804260254,20.784279823303223
1010.1465104893684,592.2646108120076,631.5432893255072,0.5426938533782959,16.437368392944336,2.877702236175537,79.27507704904592,79.27507704904589,75.0,0.2890000343322754,0.7022180557250977,20.90013027191162
172.0298939994499,75.01669586958884,83.2842712474619,0.0506892204284668,0.832287073135376,0.3448185920715332,83.1710912719811,83.1710912719811,82.42640687119285,0.4727334976196289,0.8641340732574463,21.68399143218994
1626.617496144488,685.9365858667275,578.0508652763322,0.7235293388366699,15.967412948608398,2.8886725902557373,93.61142374541089,93.61142374541087,80.35533905932738,0.16932415962219238,0.08484220504760742,20.874146938323975
0.0,0.0,0.0,0.0,0.0,0.0,163.76683313136039,89.33190554874496,78.6396103067893,0.4430396556854248,1.1652069091796875,20.565675973892212
0.0,0.0,0.0,0.0,0.0,0.0,75.46270387911973,75.46270387911973,75.71067811865477,0.32067298889160156,0.3670370578765869,20.693989038467407
0.0,0.0,0.0,0.0,0.0,0.0,83.20660334391104,83.20660334391106,82.42640687119285,0.006286144256591797,1.2811000347137451,20.458632707595825
1312.1896066245947,759.4254937708606,653.111831820431,0.5565946102142334,23.747016429901123,3.2994027137756348,75.63758529702567,75.63758529702567,75.71067811865477,0.2775232791900635,0.837242841720581,20.886393308639526
0.0,0.0,0.0,0.0,0.0,0.0,92.29561931179671,92.29561931179671,82.42640687119285,0.31392431259155273,0.4082770347595215,21.669573545455933
680.2131969833822,296.4379027566602,241.27416997969527,0.4805924892425537,8.09917402267456,1.5722086429595947,81.10679306727809,81.10679306727808,81.21320343559643,0.3857848644256592,2.8163938522338867,19.94089984893799
0.0,0.0,0.0,0.0,0.0,0.0,139.11740548652804,75.54820452289067,75.71067811865477,0.2466139793395996,1.617966651916504,21.430531978607178
880.8429318988468,527.4034685025207,-1.0,0.4218137264251709,38.49764013290405,-1.0,182.3436114524925,76.09365396833357,76.56854249492382,0.6799829006195068,0.5498092174530029,25.04852294921875
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.64955027928342,76.64955027928343,79.49747468305833,0.15896344184875488,0.2931094169616699,22.094696521759033
0.0,0.0,0.0,0.0,0.0,0.0,86.34037665250412,86.34037665250412,80.71067811865477,0.37806224822998047,0.05694913864135742,22.4371178150177
0.0,0.0,0.0,0.0,0.0,0.0,75.07328433388665,75.07328433388665,82.42640687119285,0.3695800304412842,1.5640521049499512,20.698637008666992
