local_rrt_cost,local_rrt_star_cost,local_astar_cost,local_rrt_time,local_rrt_star_time,local_astar_time,global_rrt_cost,global_rrt_star_cost,global_astar_cost,global_rrt_time,global_rrt_star_time,global_astar_time
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,269.14342441309753,76.926979906964,75.71067811865477,0.8746321201324463,1.5388720035552979,21.821769952774048
787.2735133858652,498.8578645610942,396.4213562373095,0.4461221694946289,18.014480352401733,2.0839033126831055,301.0435138845766,88.13512973957528,75.71067811865477,0.6857099533081055,0.018161773681640625,21.20842742919922
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.3078462972834,84.3078462972834,79.49747468305833,0.10303092002868652,0.6339726448059082,20.145378828048706
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.22352282822375,76.22352282822375,81.56854249492382,0.31403326988220215,0.07672309875488281,21.418133020401
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,189.53030646125646,81.04424262722188,81.21320343559643,0.29451608657836914,0.725482702255249,20.7060067653656
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.87042188890005,86.87042188890005,75.71067811865477,0.21938228607177734,1.6361379623413086,20.121365547180176
965.9911128750787,516.0545268998324,445.6244584051393,0.38791775703430176,6.296423435211182,2.4706153869628906,84.17846519567053,84.17846519567053,79.49747468305833,0.1395702362060547,0.3927168846130371,20.344752550125122
309.3343214623644,205.41300002436165,188.99494936611666,0.34952640533447266,11.147986650466919,1.0804224014282227,75.0187562060749,75.0187562060749,83.2842712474619,0.2516601085662842,0.017351865768432617,20.841796398162842
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,142.61989340264512,93.71298074128737,80.35533905932738,0.3858051300048828,1.829397439956665,20.787243366241455
820.4712558409772,553.7384457250464,461.33513652379406,0.9366161823272705,4.956332683563232,2.6195671558380127,95.79343872664327,95.79343872664326,81.21320343559643,0.3284587860107422,2.3417394161224365,21.30148983001709
