local_rrt_cost,local_rrt_star_cost,local_astar_cost,local_rrt_time,local_rrt_star_time,local_astar_time,global_rrt_cost,global_rrt_star_cost,global_astar_cost,global_rrt_time,global_rrt_star_time,global_astar_time
1495.3164718018868,593.5570087363811,586.3351365237941,0.6480462551116943,15.265545129776001,2.6563587188720703,78.90622054439082,78.90622054439083,77.07106781186548,0.18106913566589355,1.1495532989501953,23.031837463378906
1052.3967321646403,437.0541616206614,423.84776310850236,0.6451230049133301,22.928098440170288,2.1356265544891357,79.07434554544658,79.07434554544658,77.07106781186548,0.35474586486816406,0.26188063621520996,18.744642734527588
1386.0203964987195,495.87691957165987,513.1980515339465,0.6666817665100098,9.303072452545166,2.4626612663269043,75.86171250234382,75.86171250234382,78.6396103067893,0.15906620025634766,0.2612454891204834,18.68654179573059
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,163.06682773107832,89.75099695395923,78.6396103067893,0.6853289604187012,1.8767297267913818,20.61780095100403
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,221.45817659696726,75.01003232997535,81.21320343559643,1.0395033359527588,0.6249899864196777,19.26315951347351
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,128.30135465378112,85.52309030157531,78.6396103067893,0.30730438232421875,0.14221882820129395,19.863815307617188
924.0634797821145,491.39393888061977,499.5584412271571,0.4853332042694092,30.504974365234375,2.303654670715332,180.75045860609657,91.22295111730534,79.49747468305833,0.4363117218017578,0.3368871212005615,19.883212089538574
941.3180785970449,537.078751371894,547.842712474619,0.7858638763427734,19.82372260093689,2.511357307434082,1250.6805597250068,75.0748991040201,82.42640687119285,0.763946533203125,0.3600294589996338,19.717707872390747
1065.049140830682,475.4719135696397,-1.0,0.6888983249664307,13.755072116851807,-1.0,306.1652759900324,75.37061549039706,78.6396103067893,0.4391005039215088,0.14965510368347168,20.32160496711731
477.610030566281,264.378481088563,-1.0,0.32175540924072266,1.0034947395324707,-1.0,75.03760509258964,75.03760509258963,80.35533905932738,0.6010613441467285,2.609778881072998,21.157552480697632
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.72742584174753,79.72742584174756,77.07106781186548,0.3046693801879883,1.168412208557129,20.11961793899536
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.19631544309816,80.19631544309816,79.14213562373095,0.11601781845092773,0.463062047958374,20.69991111755371
1143.6079193117641,541.7282820397071,564.619407771256,0.6710875034332275,8.334116697311401,2.6466569900512695,86.18574545822494,86.18574545822494,78.6396103067893,0.4893934726715088,0.05538201332092285,21.165537118911743
737.9988794892781,475.02151216935164,397.6955262170048,0.6190927028656006,18.983978986740112,2.280329704284668,177.1556456752545,75.03880390734918,80.35533905932738,0.546229362487793,0.6615986824035645,19.30368971824646
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,195.0132540084041,82.85254214481861,82.42640687119285,0.3905158042907715,0.6947815418243408,21.196929693222046
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.93653336720038,94.93653336720038,83.2842712474619,0.16257643699645996,0.221635103225708,19.906569480895996
298.35318005614266,108.92192224291651,113.63961030678928,0.33777499198913574,14.090256452560425,0.6049659252166748,153.49001906174473,94.09246273796641,78.2842712474619,0.28822898864746094,0.44646191596984863,19.35769248008728
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,151.9176936490233,154.27536685986988,75.71067811865477,0.547107458114624,4.108286619186401,23.26509118080139
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,104.7970998056077,75.83224584586316,78.6396103067893,0.27260446548461914,0.15742158889770508,19.144259691238403
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.35657569040417,75.35657569040417,78.6396103067893,0.322598934173584,0.14762639999389648,20.161354780197144
